<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Stratified Largecap Index ETF,SSPY,20260109,89.4763,89.4763,89.4763,89.4763,100
Day Hagan Research Smart Sector ETF,SSUS,20260109,49.42,49.7602,49.29,49.7113,18200
Smart Sector International ETF,SSXU,20260109,35.17,35.17,35.06,35.141,3900
Macquarie Tax-Free USA Short Term ETF,STAX,20260109,25.58,25.58,25.58,25.58,300
Performance Trust Short Term Bond ETF,STBF,20260109,25.37,25.38,25.37,25.377,5400
,STBQ,20260109,27.105,27.105,26.76,26.76,6100
Schwab Crypto Thematic ETF,STCE,20260109,69.21,70.38,67.89,68.09,91600
Ishares Large Cap 10% Target Buffer Sep ETF,STEN,20260109,25.8361,25.8757,25.8361,25.8757,100
Stmicroelectronics NV Adrhedged,STHH,20260109,57.5,57.73,57.43,57.73,600
0-5 Year TIPS Bond Ishares ETF,STIP,20260109,102.51,102.535,102.47,102.49,1005000
SPDR Doubleline Short-Duration TR Tactical ETF,STOT,20260109,47.3688,47.3688,47.28,47.28,69300
Horizon Core Equity ETF,STOX,20260109,28.685,28.84,28.685,28.8,4600
1-5 Year US TIPS Index Pimoc ETF,STPZ,20260109,53.7,53.72,53.6801,53.687,20900
Smart Trend 25 ETF,STRN,20260109,22.96,22.98,22.96,22.98,1700
Strawberry Fields REIT Inc,STRW,20260109,13.31,13.45,13.19,13.45,18600
Defiance Daily Target 2X Short Tsm ETF,STSM.OB,20260109,14.97,14.97,14.55,14.55,10000
Stereotaxis Inc,STXS,20260109,2.59,2.61,2.485,2.51,284700
Short-Term Natl Muni Bond Ishares ETF,SUB,20260109,106.92,106.98,106.8868,106.96,362000
Proshares Supply Chain Logistics ETF,SUPL,20260109,41.4022,41.4022,41.4022,41.4022,100
Advisorshares Doubleline Value Equity ETF,SURE,20260109,132.9329,132.9329,132.9329,132.9329,100
Simplify Propel Opportunities ETF,SURI,20260109,17.223,17.3,17.11,17.2969,2500
USA ESG Select Ishares MSCI ETF,SUSA,20260109,141.41,142.37,141.27,142.09,89800
Ishares US Small Cap Value Factor ETF,SVAL,20260109,35.92,36.0599,35.58,35.9,20900
vs TR Short VIX -1X Futures ETF,SVIX,20260109,24.57,25.045,24.31,24.9,2320400
Silvercorp Metals Inc,SVM,20260109,9.1,9.2593,8.94,9.2,4179500
Simplify Volatility Premium ETF,SVOL,20260109,17.74,17.96,17.73,17.91,394300
Short VIX Short-Term Futures ETF,SVXY,20260109,55.91,56.46,55.62,56.37,1557600
Blackswan Growth & Treasury Core Amplify ETF,SWAN,20260109,32.58,32.805,32.58,32.74,86900
6 Meridian Quality Growth ETF,SXQG,20260109,33.09,33.09,33.03,33.03,5400
Ab Short Duration High Yield ETF,SYFI,20260109,35.99,36.01,35.97,35.97,89900
Cambria Shareholder Yield ETF,SYLD,20260109,73.14,73.73,72.71,73.53,65200
Silynxcom Ltd,SYNX,20260109,1.27,1.27,1.2,1.2,96600
Ishares Systematic Bond ETF,SYSB,20260109,89.8,90.38,89.8,90.135,71000
Ultrashort Consumer Goods -2X ETF,SZK,20260109,12.52,12.52,12.29,12.29,2900
Pacer Cfra-Stovall EW Seasonal Rotation ETF,SZNE,20260109,36.29,36.6746,36.29,36.6746,100
,TABD,20260109,25.225,25.2255,25.22,25.2255,200
Capitol Fairlead Tactical Sector ETF,TACK,20260109,30.38,30.63,30.38,30.51,17400
T. Rowe Active Core International Equity ETF,TACN.OB,20260109,26.2887,26.36,26.2887,26.3157,2600
T. Rowe Active Core U.S. Equity ETF,TACU,20260109,25.29,25.345,25.26,25.345,400
Ab Tax-Aware Short-Duration Municipal ETF,TAFI,20260109,25.29,25.305,25.28,25.29,259100
Ab Tax-Aware Long Municipal ETF,TAFL,20260109,25.13,25.17,25.13,25.1649,700
Ab Tax-Aware Intermediate Municipal ETF,TAFM,20260109,25.61,25.61,25.56,25.61,38300
T. Rowe Qm U.S. Bond ETF,TAGG,20260109,43.12,43.16,43.08,43.14,24900
Teucrium Agricultural,TAGS,20260109,23.1,23.1,23.061,23.0929,1200
Cambria Tail Risk ETF,TAIL,20260109,11.46,11.475,11.43,11.45,679300
,TALV,20260109,25.87,25.87,25.8448,25.8448,200
Solar Invesco ETF,TAN,20260109,50.31,50.63,49.81,50.3,486900
Innovator Equity Defined Protection ETF 2 Yr To,TAPR,20260109,25.9485,25.9485,25.9485,25.9485,0
American Century Diversified Muni Bond ETF,TAXF,20260109,50.69,50.76,50.64,50.76,79300
Ir+M Tax-Aware ETF For Massachusetts Residents,TAXM,20260109,50.4841,50.4841,50.4841,50.4841,100
Bondbloxx Ir+M Tax-Aware Short Duration ETF,TAXX,20260109,50.8,50.84,50.79,50.82,14400
Short 20+ Year Treasury -1X ETF,TBF,20260109,24.12,24.16,23.92,23.95,104100
The Brinsmere Fund Conservative ETF,TBFC,20260109,28.55,28.555,28.55,28.555,199400
The Brinsmere Fund Growth ETF,TBFG,20260109,30.478,30.59,30.478,30.5573,547800
Tbg Dividend Focus ETF,TBG,20260109,33.88,34.0589,33.855,34.0047,12300
Innovator 20 Year Treasury Bond 9 Buffer ETF Jul,TBJL,20260109,19.97,20.04,19.94,19.9644,17900
Invesco Short Term Treasury ETF,TBLL,20260109,105.76,105.76,105.75,105.75,269600
Ultrashort Lehman 20 Year Treasury -2X ETF,TBT,20260109,34.83,34.96,34.29,34.3,311100
T. Rowe Ultra-Short-Term Bond ETF,TBUX,20260109,49.88,49.9,49.88,49.895,309400
Short 7 10 Year Treasury -1X ETF,TBX,20260109,27.81,27.82,27.8,27.8073,1800
Direxion Daily Biotech Top 5 Bull 2X ETF,TBXU,20260109,31.79,31.79,30.6465,30.6465,4200
T. Rowe Capital Appreciation Equity ETF,TCAF,20260109,38.51,38.69,38.45,38.65,760400
T. Rowe Capital Appreciation Premium Incom,TCAL,20260109,23.87,23.95,23.79,23.89,169200
Techcreate Group Ltd Cl A,TCGL,20260109,5.8,7.74,5.78,7.5,2758300
T. Rowe Blue Chip Growth ETF,TCHP,20260109,50.02,50.44,49.9372,50.34,152000
Thrivent Core Plus Bond ETF,TCPB,20260109,51.46,51.51,51.36,51.48,178200
Towle Value ETF,TCV,20260109,27.88,28.3087,27.88,28.3087,200
Tappalpha Innovation 100 Growth & Daily Income E,TDAQ,20260109,26.4,26.58,26.2373,26.51,277200
,TDAX,20260109,23.73,24.04,23.69,24.017,53800
FT Vest Emerging Markets Buffer ETF - Dec,TDEC,20260109,24.6,24.72,24.6,24.7127,3500
Iboxx 5Yr Target Dur TIPS ETF Flexshares,TDTF,20260109,23.99,24.01,23.9701,23.99,231100
Iboxx 3Yr Target Dur TIPS ETF Flexshares,TDTT,20260109,24.07,24.09,24.06,24.07,429900
S&P Technology Dividend Aristocrats ETF,TDV,20260109,89.2139,90.4,89.2139,90.3022,20200
T. Rowe Dividend Growth ETF,TDVG,20260109,45.66,45.96,45.66,45.9,58100
FT Vest Technology Dividend Target Income ETF,TDVI,20260109,28.19,28.6,28.14,28.55,123700
Harbor Transformative Technologies ETF,TEC,20260109,28.7373,28.7373,28.7373,28.7373,100
Ishares U.S. Tech Breakthrough Multisector ETF,TECB,20260109,61.99,62.21,61.855,62.12,16200
Technology Bull 3X ETF Direxion,TECL,20260109,118.38,123.37,117.22,122.41,1746300
Technology Bear -3X ETF Direxion,TECS,20260109,17.13,17.31,16.405,16.56,1644600
Ishares Technology Opportunities Active ETF,TEK,20260109,30.5299,30.734,30.5299,30.676,1000
Tradr 2X Long Tem Daily ETF,TEMT,20260109,15.69,15.7652,14.13,14.24,564500
Touchstone Sands E.M. Ex-China Growth ETF,TEMX,20260109,30.9938,30.9938,30.9938,30.9938,100
Ishares Large Cap 10% Target Buffer Dec ETF,TEND,20260109,25.65,25.73,25.65,25.7149,168500
Ishares Large Cap 10% Target Buffer Jun ETF,TENJ,20260109,25.7049,25.7049,25.7049,25.7049,0
Ishares Large Cap 10% Target Buffer Mar ETF,TENM,20260109,25.6501,25.675,25.6501,25.675,700
T. Rowe Equity Income ETF,TEQI,20260109,46.41,46.52,46.3,46.41,33600
Simplify Volt Tsla Revolution ETF,TESL,20260109,16.75,17.19,16.61,17.09,27400
Yieldmax Tsla Performance & Distribution Target,TEST,20260109,51.8183,52.1506,51.8183,52.1506,1000
21Shares Ethereum ETF,TETH,20260109,15.45,15.69,15.26,15.34,545200
Direxion Daily Energy Top 5 Bull 2X ETF,TEXU,20260109,25.14,25.59,25.14,25.2879,6400
Muni Bond ETF SPDR,TFI,20260109,45.9,45.966,45.895,45.95,621900
Innovator 20 Year Treasury Bond 5 Floor ETF Jul,TFJL,20260109,19.85,19.9,19.85,19.9,700
Treasury Floating Rate Bond Ishares ETF,TFLO,20260109,50.51,50.52,50.51,50.52,1264500
T. Rowe Floating Rate ETF,TFLR,20260109,51.65,51.65,51.57,51.595,86000
Blueprint Chesapeake Multi-Asset Trend ETF,TFPN,20260109,26.9734,26.9751,26.9734,26.9751,800
Taseko Mines Ltd,TGB,20260109,6.01,6.04,5.845,5.93,8877600
The Generation Essentials Group WT,TGE.W,20260109,0.156,0.156,0.156,0.156,400
,TGE.WS,20260109,0.156,0.156,0.156,0.156,411
Tecogen Inc,TGEN,20260109,5.05,5.1,4.585,4.76,829500
T. Rowe Global Equity ETF,TGLB,20260109,26.6351,26.6351,26.6351,26.6351,100
Laffer Tengler Equity Income ETF,TGLR,20260109,37.18,37.46,37.16,37.46,12300
T. Rowe Growth ETF,TGRT,20260109,44.4,44.56,44.16,44.49,40000
T. Rowe Growth Stock ETF,TGRW,20260109,45.92,46.25,45.8222,46.1731,3800
Thailand Ishares MSCI ETF,THD,20260109,59.67,59.91,59.63,59.83,31200
T. Rowe Hedged Equity ETF,THEQ,20260109,28.33,28.365,28.33,28.365,800
International Tower Hill Mines Ltd,THM,20260109,2.17,2.22,2.09,2.12,701800
Robo Global Artificial Intelligence ETF,THNQ,20260109,64.92,65.56,64.92,65.38,18400
Amplify Weight Loss Drug & Treatment ETF,THNR,20260109,26.1731,26.1731,26.1069,26.1069,300
Ishares U.S. Thematic Rotation Active ETF,THRO,20260109,39.01,39.34,38.94,39.26,1490000
Tidal Sofi Enhanced Yield ETF,THTA,20260109,15.25,15.2739,15.25,15.257,14400
Agility Shares Dynamic Tactical Income ETF,THY,20260109,22.326,22.34,22.3158,22.334,2400
T. Rowe U.S. High Yield ETF,THYF,20260109,52.51,52.51,52.394,52.4,6800
T. Rowe International Equity Research ETF,TIER,20260109,29.09,29.23,29.09,29.215,2200
Titan Mining Corp,TII,20260109,2.98,3.02,2.8,2.88,110800
Todd International Intrinsic Value ETF,TIIV,20260109,27.67,27.67,27.67,27.67,0
Teucrium Agricultural Strategy No K-1 ETF,TILL,20260109,16.81,16.82,16.7798,16.7798,2800
Mstar US Mkt Factors Tilt ETF Flexshares,TILT,20260109,254.075,255.32,254.075,255.08,3000
Clockwise Core Equity & Innovation ETF,TIME,20260109,25.05,25.05,24.981,25.0045,900
Templeton International Insights ETF,TINS,20260109,26.7034,26.7034,26.7034,26.7034,100
Proshares Smart Materials ETF,TINT,20260109,34.88,34.88,34.88,34.88,100
Proshares Nanotechnology ETF,TINY,20260109,57.34,59.814,57.34,59.814,200
TIPS Bond Ishares ETF,TIP,20260109,110.08,110.255,110.005,110.18,2589200
Nt 2030 Inflation-Linked Distributing Ladder ETF,TIPA,20260109,99.8963,99.8963,99.8963,99.8963,0
Nt 2035 Inflation-Linked Distributing Ladder ETF,TIPB,20260109,99.99,99.99,99.9819,99.9819,300
Nt 2045 Inflation-Linked Distributing Ladder ETF,TIPC,20260109,100.45,100.7062,100.45,100.7062,1200
Nt 2055 Inflation-Linked Distributing Ladder ETF,TIPD,20260109,100.9044,100.9654,100.9044,100.9654,100
BBG 1-10 Year TIPS SPDR ETF,TIPX,20260109,19.11,19.12,19.1,19.105,293500
Broad U.S. TIPS Index Pimco ETF,TIPZ,20260109,52.96,53.0601,52.96,53.04,58400
Innovator Equity Defined Protection ETF 2 Yr To,TJAN,20260109,27.39,27.395,27.39,27.395,400
Innovator Equity Defined Protect ETF 2Yr Jul 202,TJUL,20260109,29.74,29.77,29.6701,29.77,8500
FT Vest Emerging Markets Buffer ETF - Jun,TJUN,20260109,22.765,22.765,22.765,22.765,100
,TKNQ,20260109,26.23,26.23,26.22,26.22,500
Touchstone International Equity ETF,TLCI,20260109,26.715,26.81,26.715,26.792,800
10-20 Year Treas Bond Ishares ETF,TLH,20260109,101.79,102.3754,101.63,102.31,1381000
Flexshares Dev Mkt Ex-US Factor Tilt Index Fund,TLTD,20260109,95.005,95.55,95.005,95.17,11500
Flexshares EM Factor Tilt Index Fund,TLTE,20260109,66.2,66.289,66.2,66.289,500
Neos Enhanced Income 20+ Year T-Bond ETF,TLTI,20260109,46.09,46.48,46.075,46.4759,12900
Amplify U.S. Treasury Target High Income ETF,TLTP,20260109,22.01,22.1235,22,22.11,8300
Ishares 20+ Year T-Bond Buywrite Strategy ETF,TLTW,20260109,22.73,22.89,22.675,22.86,1598700
GX Treasury Bond Enhanced Income ETF,TLTX,20260109,24.48,24.6,24.4799,24.5899,6100
FT Vest Emerging Markets Buffer ETF - Mar,TMAR,20260109,23.04,23.04,23.04,23.04,100
Main Thematic Innovation ETF,TMAT,20260109,25.94,26.16,25.9,25.94,23300
Tmd Energy Limited,TMDE,20260109,0.768,0.768,0.7076,0.7076,293300
Russell US Dividend Growers ETF,TMDV,20260109,48.4476,48.4476,48.4476,48.4476,100
20-Yr Treasury Bull 3X ETF Direxion,TMF,20260109,37.34,38.2303,37.11,38.14,6643100
Motley Fool 100 Index ETF,TMFC,20260109,72.23,72.58,71.937,72.5,94100
Motley Fool Capital Efficiency 100 Index ETF,TMFE,20260109,29.545,29.722,29.49,29.6969,10400
Motley Fool Global Opportunities ETF,TMFG,20260109,30.9,31,30.77,30.96,18900
Motley Fool Midcap Growth ETF,TMFM,20260109,24.22,24.2762,24.0954,24.27,5600
Motley Fool Smallcap Growth ETF,TMFS,20260109,36.59,36.845,36.45,36.8,4800
Motley Fool Next Index ETF,TMFX,20260109,22.27,22.39,22.2,22.31,7300
Toyota Motor Corporation Adrhedged,TMH,20260109,59.74,60.0707,59.65,60.0707,700
,TMLP,20260109,25.41,25.41,25.2599,25.2902,1200
Tompkinstrustco,TMP,20260109,75.29,75.32,72.78,74.05,56200
Trilogy Metals Inc,TMQ,20260109,5.17,5.25,5.01,5.17,3009900
T. Rowe Small-Mid Cap ETF,TMSL,20260109,37.46,37.685,37.31,37.64,175200
20-Yr Treasury Bear -3X ETF Direxion,TMV,20260109,37.11,37.33,36.245,36.31,1311000
Thrivent Mid Cap Value ETF,TMVE,20260109,15.48,15.56,15.4799,15.5493,900
Small Cap Bull 3X ETF Direxion,TNA,20260109,53.09,54.2846,52.2,53.49,11836300
,TNUK,20260109,27.5785,27.5785,27.5785,27.5785,300
Twin Oak Short Horizon Absolute Return ETF,TOAK,20260109,28.43,28.44,28.43,28.435,2500
Innovator Equity Defined Protection ETF 2 Yr To,TOCT,20260109,26.565,26.63,26.565,26.5803,2100
Managed Portfolio Series Tremblant Global ETF,TOGA,20260109,34.92,34.9764,34.88,34.9764,1300
Kokusai Ishares MSCI ETF,TOK,20260109,139.98,140.7845,139.98,140.6943,500
Cambria Cannabis ETF,TOKE,20260109,6.17,6.18,6.035,6.1516,370500
Tema Monopolies and Oligopolies ETF,TOLL,20260109,36.39,36.98,36.39,36.965,122700
DJ Brookfield Global Infrastructure ETF,TOLZ,20260109,54.01,54.1441,53.85,53.8928,9500
Kartoon Studios Inc,TOON,20260109,0.7201,0.7274,0.7114,0.7165,126000
Ishares S&P 500 3% Capped ETF,TOPC,20260109,31.59,31.74,31.53,31.7,2300
Toppoint Holdings Inc,TOPP,20260109,0.9184,0.9184,0.7568,0.8153,28500
Top Ships Inc,TOPS,20260109,5.42,5.65,5.0608,5.38,16100
Ishares Top 20 U.S. Stocks ETF,TOPT,20260109,31.07,31.2499,30.98,31.17,446400
Lionshares U.S. Equity Total Return ETF,TOT,20260109,21.75,21.82,21.75,21.7947,700
SPDR Doubleline Total Return Tactical ETF,TOTL,20260109,40.3,40.3867,40.2801,40.36,781000
T. Rowe Total Return ETF,TOTR,20260109,40.97,40.97,40.88,40.883,10600
T. Rowe International Equity ETF,TOUS,20260109,35.54,35.67,35.499,35.67,136600
Jlens 500 Jewish Advocacy U.S. ETF,TOV,20260109,29.04,29.26,29.04,29.2321,13600
Theriva Biologics Inc,TOVX,20260109,0.218,0.2218,0.2098,0.2148,1343500
Shares of Beneficial Interest,TOXR,20260109,20.45,20.79,20.33,20.343,3900
Trio Petroleum Corp,TPET,20260109,0.8688,0.8688,0.8022,0.85,406300
Timothy Plan High Dividend Stock ETF,TPHD,20260109,39.43,39.5983,39.4,39.41,20000
Timothy Plan International ETF,TPIF,20260109,35.36,35.57,35.3259,35.55,34900
Timothy Plan US Large Cap Core ETF,TPLC,20260109,46.79,47.1,46.79,46.98,23300
Transportation Bull 3X ETF Direxion,TPOR,20260109,34.7,34.83,33.5,34.16,24700
Timothy Plan US Small Cap Core ETF,TPSC,20260109,43.28,43.53,43.1427,43.4,27300
Pacer Data and Digital Revolution ETF,TRFK,20260109,63.76,64.6996,63.45,64.47,115500
Aam Transformers ETF,TRFM,20260109,49.64,50.09,49.64,50.08,11700
Mc Trio Equity Buffered ETF,TRIO,20260109,61.77,61.7976,61.77,61.7976,300
Pacer Trendpilot Fund of Funds ETF,TRND,20260109,34.45,34.461,34.445,34.461,1100
Hartford AAA Clo ETF,TRPA,20260109,38.91,38.9713,38.91,38.92,7800
Xt US 0-1 Year Treasury ETF,TRSY,20260109,30.1,30.1003,30.09,30.1,14200
Trio-Tech International,TRT,20260109,7.12,7.15,6.69,7.11,129100
Cambria Trinity ETF,TRTY,20260109,29.18,29.24,29.18,29.2226,2100
Trx Gold Corp,TRX,20260109,0.91,0.925,0.8971,0.9,1214000
Thrivent Small Cap Value ETF,TSCV,20260109,27.96,28.05,27.9599,28.0481,2600
Touchstone Securitized Income ETF,TSEC,20260109,26.22,26.27,26.2099,26.2099,1400
FT Vest Emerging Market Buffer ETF - Sep,TSEP,20260109,24.32,24.36,24.32,24.34,900
,TSES,20260109,25.7,25.77,25.6,25.6304,51500
,TSIC,20260109,25.33,25.51,25.2201,25.5085,21400
Rex Tsla Growth & Income ETF,TSII,20260109,24.58,25.1691,24.15,24.92,54500
Proshares Ultra Tsla,TSLI,20260109,33.12,35.1771,33.1,34.6183,8900
2X Capped Accelerated Tsla Monthly ETF,TSLO,20260109,20.1055,20.1055,20.1055,20.1055,100
Kurv Yield Premium Tesla [Tsla] ETF,TSLP,20260109,22.86,23.38,22.615,23.23,29500
T-Rex 2X Long Tesla Daily Target ETF,TSLT,20260109,24.9,26.4,24.31,25.94,3259100
Roundhill Tsla Weeklypay ETF,TSLW,20260109,31.77,32.83,31.2,32.52,206000
Yieldmax Tsla Option Income Strategy ETF,TSLY,20260109,36,36.78,35.6157,36.61,1029600
T-Rex 2X Inverse Tesla Daily Target ETF,TSLZ,20260109,12.5,12.82,11.76,11.97,18027500
Thrivent Small-Mid Cap ESG Etd,TSME,20260109,43.5,43.9892,43.47,43.92,95000
Yieldmax Tsm Option Income Strategy ETF,TSMY,20260109,16.08,16.17,15.96,16.17,63700
,TSNF,20260109,27,27.3,26.85,27.1487,90600
21Shares Solana ETF,TSOL,20260109,13.845,13.845,13.58,13.6353,5900
T. Rowe U.S. Equity Research ETF,TSPA,20260109,43.29,43.5904,43.2146,43.53,112800
Manager Directed Portfolios Twin Oak Active Oppo,TSPX,20260109,28.0138,28.0138,28.0138,28.0138,100
,TSRS,20260109,25.33,25.45,25.2076,25.2076,15300
,TSSD,20260109,26.21,26.51,26.015,26.51,89400
Direxion Daily Semiconductors Top 5 Bear 2X ETF,TSXD,20260109,17.35,17.35,16.92,16.9312,900
Direxion Daily Semiconductors Top 5 Bull 2X ETF,TSXU,20260109,30.06,31.07,29.95,30.9039,23700
Roundhill Treasury Bond Weeklypay ETF,TSYW.OB,20260109,47.35,47.81,47.34,47.73,1700
T-Rex 2X Long Ttd Daily Target ETF,TTDU,20260109,15.38,15.5264,14.726,15.35,27400
21Shares FTSE Crypto 10 Index ETF,TTOP,20260109,22.0984,22.0984,22.0984,22.0984,300
Ultrapro Short 20 Year Treasury -3X ETF,TTT,20260109,66.81,66.81,65.14,65.4,16000
Direxion Daily Technology Top 5 Bear 2X ETF,TTXD,20260109,28.5035,28.5035,28.5035,28.5035,100
Direxion Daily Technology Top 5 Bull 2X ETF,TTXU,20260109,20.45,20.8018,20.45,20.58,23900
Simplify Short-Term Treasury Futures ETF,TUA,20260109,21.83,21.84,21.77,21.79,410600
Thrivent Ultra Short Bond ETF,TUSB,20260109,50.37,50.5,50.37,50.46,21400
Touchstone Ultra-Short Income ETF,TUSI,20260109,25.36,25.37,25.36,25.37,90300
T. Rowe Value ETF,TVAL,20260109,36.29,36.47,36.25,36.42,29100
Ultrashort Russell 2000 -2X ETF,TWM,20260109,28.78,29.12,28.36,28.66,612200
Ishares Large Cap Accelerated ETF,TWOX,20260109,28.35,28.54,28.35,28.5187,3200
21Shares FTSE Crypto 10 Ex-Btc Index ETF,TXBC,20260109,22.19,22.59,22.06,22.1304,3200
Texas Capital Texas Equity ETF,TXS,20260109,36.5461,36.6,36.5109,36.5109,600
Ir+M Tax-Aware Intermediate Duration ETF,TXXI,20260109,50.81,50.83,50.7714,50.8192,6800
Simplify Risk Parity Treasury ETF,TYA,20260109,13.5,13.54,13.47,13.505,21800
10-Yr Treasury Bull 3X ETF Direxion,TYD,20260109,25.37,25.4904,25.32,25.46,22800
Cambria Tactical Yield ETF,TYLD,20260109,25.194,25.194,25.194,25.194,100
GX Information Technology Covered Call & Growth,TYLG,20260109,36.6986,36.74,36.6986,36.739,500
10-Yr Treasury Bear -3X ETF Direxion,TYO,20260109,13.3399,13.3399,13.225,13.25,6700
Small Cap Bear -3X ETF Direxion,TZA,20260109,6.42,6.53,6.26,6.36,125916300
U S Antimony Corp,UAMY,20260109,7.47,7.97,7.22,7.65,12036800
Innovator U.S. Equity Ultra Buffer ETF Apr,UAPR,20260109,32.87,32.9,32.87,32.89,9900
Innovator U.S. Equity Ultra Buffer ETF Aug,UAUG,20260109,40.13,40.28,40.13,40.2251,28700
Ageagle Aerial Systems Inc,UAVS,20260109,1.9,1.9,1.66,1.7,21103000
Roundhill Uber Weeklypay ETF,UBEW,20260109,42.53,42.53,41.1536,41.3972,4000
Robotics A.I. & Automation Bull 2X ETF Direxion,UBOT,20260109,28.17,28.63,28.17,28.4,33800
Ultra MSCI Brazil Capped 2X ETF,UBR,20260109,28.68,28.86,28.4923,28.4923,1800
Ultra 20+ Year Treasury 2X ETF,UBT,20260109,16.6,16.845,16.5325,16.84,74600
Ultra Consumer Services 2X ETF,UCC,20260109,55.83,56.5389,55.83,56.5389,3900
Etracs UBS CMCI TR ETN,UCIB,20260109,28.5585,28.5585,28.5585,28.5585,100
Ultra Bloomberg Crude Oil 2X ETF,UCO,20260109,20.2,20.66,20.085,20.09,3471500
Tcw Unconstrained Plus Bond ETF,UCON,20260109,25.15,25.21,25.1,25.195,888900
Innovator U.S. Equity Ultra Buffer ETF Dec,UDEC,20260109,39.82,39.99,39.82,39.9393,25600
Uscf Dividend Income Fund,UDI,20260109,32.34,32.72,32.34,32.5748,17400
Franklin U.S. Core Div Tilt ETF,UDIV,20260109,53.86,54.16,53.75,54.105,11000
DB US Dollar Index Bearish -1X Fund Invesco,UDN,20260109,18.09,18.1054,18.07,18.1,546300
Ultrapro Dow30 3X ETF,UDOW,20260109,62.2,63.2599,61.85,63.02,4423500
Uranium Energy,UEC,20260109,14.98,15.91,14.63,14.76,9728600
Innovator U.S. Equity Ultra Buffer ETF Feb,UFEB,20260109,36.93,36.99,36.93,36.9798,3300
US Gasoline,UGA,20260109,64.21,64.8,63.94,63.98,14100
Ultra Consumer Goods 2X ETF,UGE,20260109,17.05,17.38,16.97,17.3512,47900
Ultra Gold 2X ETF,UGL,20260109,60.15,60.75,59.74,60.49,2751600
Innovator U.S. Equity Ultra Buffer ETF Jan,UJAN,20260109,43.53,43.63,43.47,43.605,35800
Ultra High Yield 2X ETF,UJB,20260109,79.61,79.61,79.61,79.61,100
Innovator U.S. Equity Ultra Buffer ETF Jul,UJUL,20260109,38.99,39.06,38.98,38.99,18600
Innovator U.S. Equity Ultra Buffer ETF Jun,UJUN,20260109,37.53,37.59,37.53,37.59,2800
Ultra Euro 2X ETF,ULE,20260109,12.8792,12.935,12.8792,12.92,9400
SSGA Ultra-Short-Term Bond SPDR,ULST,20260109,40.54,40.55,40.37,40.53,415300
Yieldmax Ultra Option Income Strategy ETF,ULTY,20260109,37.5,37.84,37.3305,37.58,661200
Unusual Machines Inc,UMAC,20260109,15.04,16.37,13.81,14.17,6853300
Innovator U.S. Equity Ultra Buffer ETF Mar,UMAR,20260109,40.12,40.1305,40.12,40.13,6200
Innovator U.S. Equity Ultra Buffer ETF May,UMAY,20260109,36.67,36.69,36.64,36.69,1900
Ultrapro Midcap 400 Proshares 3X ETF,UMDD,20260109,28.89,29.22,28.75,29.1702,8000
Uscf Midstream Energy Income Fund ETF,UMI,20260109,48.65,48.85,48.47,48.65,13900
US Natural Gas Fund,UNG,20260109,11.05,11.12,10.38,10.4,41104600
Roundhill Unh Weeklypay ETF,UNHW,20260109,52.8,52.8,51.8,51.9,5500
US 12 Month Natural Gas,UNL,20260109,6.65,6.68,6.48,6.48,232800
Innovator U.S. Equity Ultra Buffer ETF Nov,UNOV,20260109,38.3,38.42,38.3,38.412,11100
Tradr 2X Long U Daily ETF,UNX,20260109,20.855,20.895,19.6105,19.833,2800
