<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
,STTpG,20260109,22.82,22.9,22.77,22.85,59257
Stubhub Holdings Inc Cl A,STUB,20260109,13.15,13.15,12.57,12.77,2775000
Stevanato Group S.P.A.,STVN,20260109,21.72,21.9998,20.99,21.06,318200
Starwood Property Trust,STWD,20260109,18.345,18.59,18.215,18.23,4042200
Strive 1000 Dividend Growth ETF,STXD,20260109,37.97,38.24,37.97,38.198,9200
Strive Emerging Markets Ex-China ETF,STXE,20260109,37.88,37.97,37.7515,37.89,5700
Strive 1000 Growth ETF,STXG,20260109,51.26,51.67,51.26,51.5948,5100
Strive International Developed Markets ETF,STXI,20260109,31.87,32.02,31.7901,32.0102,5200
Strive Small-Cap ETF,STXK,20260109,34.96,35.1101,34.805,35.0458,6300
Strive Mid-Cap ETF,STXM,20260109,30.05,30.15,30.04,30.1216,3200
Strive Total Return Bond ETF,STXT,20260109,20.04,20.14,20.04,20.105,5900
Strive 1000 Value ETF,STXV,20260109,34.48,34.6299,34.48,34.5926,6800
Constellation Brands Inc,STZ,20260109,149.05,149.922,145.7501,147,2676800
Suncor Energy Inc,SU,20260109,45.93,46.77,45.86,46.69,4485600
Sun Communities,SUI,20260109,125.31,126.16,124.81,126.11,635500
Sunoco LP,SUN,20260109,55.49,56.13,55.425,56.11,390900
Sunococorp Llc,SUNC.OB,20260109,52.21,52.98,52.21,52.84,702400
Grupo Supervielle S.A. ADR,SUPV,20260109,11.97,12.16,11.77,12.01,845500
Suzano Papel E Celul ADR,SUZ,20260109,9.37,9.57,9.37,9.55,2044900
Savers Value Village Inc,SVV,20260109,10.06,10.13,9.74,9.92,695400
Smurfit Westrock Plc,SW,20260109,41.7,43.1,41.54,42.98,4526500
Stanley Black & Decker Inc,SWK,20260109,82.26,83.13,78.86,82.35,1846000
Southwest Gas Corp,SWX,20260109,81.08,82.22,80.845,81.14,287200
Total Return Securities Inc,SWZ,20260109,6.24,6.26,6.219,6.24,86500
Suncoke Energy Inc,SXC,20260109,7.78,7.96,7.72,7.96,809600
Standex International Corp,SXI,20260109,241.89,244.35,234.14,237.26,105300
Sensient Technologies Corp,SXT,20260109,96.95,98.27,96.4,98.12,189200
Synchrony Financial,SYF,20260109,88.21,88.77,86.56,86.89,2570200
Synchrony Financial 5.625% Prf Perpetual USD 25,SYF-A,20260109,20.0195,20.0599,19.95,19.97,54800
Synchrony Financial,SYF-B,20260109,26.4,26.4,26.28,26.37,38000
,SYFpA,20260109,20.03,20.0599,19.95,19.97,48506
,SYFpB,20260109,26.4,26.4,26.28,26.37,36146
Stryker Corp,SYK,20260109,367.97,370.75,365.92,367.54,2001900
Sysco Corp,SYY,20260109,74.24,74.53,73.52,74.28,2378900
AT&T Inc,T,20260109,24.15,24.32,23.98,23.99,30811000
AT&T Inc 5% Prf Perpetual USD 25 1/1000Th Int Se,T-A,20260109,20.56,20.66,20.56,20.66,62000
AT&T Inc 4.75% [T/Pc],T-C,20260109,19.45,19.5,19.43,19.49,79100
Transalta Corp,TAC,20260109,12.55,12.625,12.345,12.37,1329000
Takeda Pharmaceutical Ltd ADR,TAK,20260109,16.26,16.3754,16.2,16.31,3253500
Tal Education Group ADR,TAL,20260109,11.25,11.25,11.015,11.11,1940700
Talos Energy Inc,TALO,20260109,10.92,11.07,10.74,10.84,1228500
Molson Coors Brewing Company,TAP,20260109,47.58,48.245,47.26,48.13,2562800
Molson Coors Brewing Cl A,TAP.A,20260109,48.49,48.49,48.49,48.49,100
AT&T Inc 5.350% Global Notes Due 2066,TBB,20260109,22.57,22.68,22.52,22.61,62200
BBB Foods Inc Cl A,TBBB,20260109,33.95,34.375,33.295,33.42,638500
Trueblue Inc,TBI,20260109,4.54,4.88,4.44,4.81,187000
Tortoise Global Water ESG Fund,TBLU,20260109,52.63,53.01,52.63,52.9368,1200
Tamboran Resources Corp,TBN,20260109,27,27.1,26,26.19,27900
Tortoise AI Infrastructure ETF,TCAI,20260109,30.66,30.86,30.4842,30.749,12800
Third Coast Bancshares Inc,TCBX,20260109,38.72,38.98,37.99,38.19,45000
Transcontinental Realty Investors,TCI,20260109,52.57,53.35,52.03,52.03,1600
Transcanada Pipelines Limited 6.250%,TCPA,20260109,24.43,24.62,24.41,24.5,62700
Toronto Dominion Bank,TD,20260109,93.41,94.28,92.22,94.28,1725600
USA Today CO Inc,TDAY,20260109,6,6.035,5.745,5.84,1627400
Teradata Corp,TDC,20260109,30.9,31.865,30.63,31.76,1262300
Templeton Dragon Fund,TDF,20260109,11.56,11.63,11.52,11.63,145000
Transdigm Group Inc,TDG,20260109,1379.13,1395,1355.59,1392.09,409700
Teladoc Health Inc,TDOC,20260109,7.72,7.775,7.36,7.46,4997400
Telephone and Data Systems,TDS,20260109,40.8,41.725,40.34,41.58,1198700
Telephone & Data Systems,TDS-U,20260109,21.64,22,21.6001,22,30500
Telephone and Data Systems Inc,TDS-V,20260109,19.61,19.85,19.61,19.82,29600
,TDSpU,20260109,21.64,21.99,21.6001,21.99,16537
,TDSpV,20260109,19.61,19.85,19.61,19.805,27262
Tidewater Inc,TDW,20260109,57.04,57.8,55.99,56.5,545300
Teledyne Technologies Inc,TDY,20260109,548.91,557.78,544.31,549.02,422500
T1 Energy Inc,TE,20260109,6.9,7.15,6.63,6.94,14593600
T1 Energy Inc WT,TE.W,20260109,1.23,1.3,1.1,1.24,30000
,TE.WS,20260109,1.1,1.3,1.1,1.24,29255
Teck Resources Ltd,TECK,20260109,49.86,50.42,49.385,49.59,3558100
Telefonica S.A. ADR,TEF,20260109,3.91,3.93,3.88,3.88,3361400
Templeton Emerging Markets,TEI,20260109,6.58,6.63,6.575,6.63,131600
Te Connectivity Ltd,TEL,20260109,227.13,231.72,225.69,231.6,944700
Tsakos Energy Navigation Ltd,TEN,20260109,24.92,25.35,24.61,25.15,426900
Tsakos Energy Navigation Ltd [Ten/Pe],TEN-E,20260109,26.6432,26.6432,26.6,26.6,1100
Tsakos Energy Navigation Ltd [Ten/Pf],TEN-F,20260109,27.3,27.35,27.2,27.335,6700
,TENpE,20260109,26.6432,26.6432,26.6,26.6,931
,TENpF,20260109,27.3,27.35,27.2,27.335,5905
Telecom Argentina Stet France Telecom ADR,TEO,20260109,11.33,11.41,11.18,11.26,128000
Teva Pharmaceutical Industries ADR,TEVA,20260109,32.49,32.73,31.795,32.01,9573500
Terex Corp,TEX,20260109,59.24,59.8,57.73,59.7,1712000
Truist Financial Corp,TFC,20260109,51.11,51.3,50.375,50.62,7521700
Truist Financial Corp [Tfc/Pi],TFC-I,20260109,20.24,20.3393,20.04,20.13,16200
Truist Financial Corp [Tfc/Po],TFC-O,20260109,21.8,22,21.73,21.79,43400
Truist Financial Corp [Tfc/Pr],TFC-R,20260109,19.54,19.55,19.4197,19.55,89000
,TFCpI,20260109,20.24,20.3393,20.04,20.115,14725
,TFCpO,20260109,21.8,22,21.73,21.85,35990
,TFCpR,20260109,19.54,19.54,19.4197,19.54,79637
Triumph Financial Inc,TFI-,20260109,21.78,21.98,21.78,21.98,3800
Tfi International Inc,TFII,20260109,110.5,111.54,108.71,110.89,424100
Triumph Financial Inc,TFIN,20260109,68.14,69.97,67.8901,69.2,199100
Triumph Financial Inc. 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,TFINP,20260109,21.78,21.98,21.78,21.98,3320
Triple Flag Precious Metals Corp,TFPM,20260109,35.08,35.61,34.75,35.1,456000
Terra Income Fund 6 Llc,TFSA,20260109,24.98,24.98,24.98,24.98,100
Teleflex Inc,TFX,20260109,110.06,113.2699,108.54,112.81,1343800
Tredegar Corp,TG,20260109,7.49,7.61,7.39,7.51,94400
The Generation Essentials Group Cl A,TGE,20260109,1.4,1.42,1.32,1.37,126100
Tecnoglass Inc,TGLS,20260109,51.79,54.2,51.34,53.73,406300
Tegna Inc,TGNA,20260109,19.08,19.165,18.9,18.95,1107200
Transportadora DE Gas Sa Ord B ADR,TGS,20260109,30.3,30.48,29.495,29.85,164600
Target Corp,TGT,20260109,105.63,107.3,104.14,105.52,6490400
Tenet Healthcare Corp,THC,20260109,204.67,205.83,200.25,201.2,442300
The Hanover Insurance Group,THG,20260109,176.27,179.4,172.75,173.19,438300
Thor Index Rotation ETF,THIR,20260109,32.93,33.07,32.88,33.05,44400
Thor Low Volatility ETF,THLV,20260109,30.74,30.83,30.74,30.8232,3700
Thor Industries,THO,20260109,108.96,110.09,107.04,110.02,608800
Abrdn Healthcare Opportunities Fund,THQ,20260109,19.85,19.97,19.63,19.76,168600
Thermon Group Holdings Inc,THR,20260109,38.42,39.63,38.25,39.45,231600
Treehouse Foods,THS,20260109,23.72,24.01,23.72,23.98,476600
Abrdn World Healthcare Fund,THW,20260109,12.8,13.05,12.8,12.91,141800
Tic Solutions Inc,TIC,20260109,11.35,11.86,11.07,11.45,4727200
Tim S.A. ADR,TIMB,20260109,20.61,20.8,20.53,20.75,378200
Team Inc,TISI,20260109,13.86,14.52,13.53,14.2,11100
TJX Companies,TJX,20260109,157.92,159.48,157.3,157.81,4487900
Teekay Corporation Ltd,TK,20260109,9.64,9.82,9.45,9.59,428000
Turkcell Iletisim Hizmetleri As ADR,TKC,20260109,5.69,5.69,5.6,5.61,1256800
Tko Group Holdings Inc Cl A,TKO,20260109,203.02,204.76,198.14,199.63,866400
Timken Company,TKR,20260109,90.98,91.98,90.3,91.17,536500
P.T. Telekomunikasi Indonesia Tbk ADR,TLK,20260109,20.96,20.98,20.62,20.78,562300
,TLYS,20260109,1.84,1.84,1.66,1.66,126300
Toyota Motor Corp Ltd Ord ADR,TM,20260109,218.17,222.34,217.68,221.52,456400
Tencent Music Entertainment ADR,TME,20260109,17.62,17.715,17.165,17.35,3366400
Taylor Morrison Home Corp,TMHC,20260109,61.78,65.59,61.62,65.35,1344000
Thermo Fisher Scientific Inc,TMO,20260109,608.61,622.4,604.55,618.86,2286500
Tennant Company,TNC,20260109,77.39,78.56,76.755,78.56,74500
Trinet Group Inc,TNET,20260109,61.86,62.55,60.68,62.47,236300
Tortoise Energy Fund,TNGY,20260109,9.08,9.08,8.91,8.935,203100
Teekay Tankers Ltd,TNK,20260109,58.73,59.58,57.545,58.93,420800
Travel + Leisure Co.,TNL,20260109,75.39,76.21,74.385,74.96,635700
Toll Brothers Inc,TOL,20260109,138.455,146.5,137.91,145.38,2490600
Toast Inc Cl A,TOST,20260109,36.55,37.0016,35.03,35.46,6926600
,TpA,20260109,20.56,20.65,20.56,20.61,55896
Turning Point Brands,TPB,20260109,103.47,110.63,103.315,109.97,648200
Tutor Perini Corp,TPC,20260109,70.17,72.06,70.07,70.53,390800
Tri Pointe Homes Inc,TPH,20260109,33.11,35.545,32.99,35.42,1714700
Texas Pacific Land Trust,TPL,20260109,307,314.775,305.98,311.87,468300
Tapestry Inc,TPR,20260109,134.04,136.04,133.1101,134.35,1669300
Terra Property Trust 6.00% Notes,TPTA,20260109,23.6055,23.75,23.6055,23.75,14500
Triplepoint Venture Growth Bdc,TPVG,20260109,6.64,6.65,6.5103,6.64,395200
Tortoise North Amer Pipeline Fund,TPYP,20260109,35.07,35.1587,34.84,34.92,110200
Tortoise Essential Energy Fund,TPZ,20260109,20.15,20.41,20.15,20.31,23900
Tootsie Roll Industries,TR,20260109,36.72,36.92,36.44,36.7,71000
Repositrak Inc,TRAK,20260109,11.65,12.1467,11.32,11.59,118400
Tejon Ranch Company,TRC,20260109,15.9,16.03,15.74,15.96,139500
Trex Company,TREX,20260109,39.52,42.05,39.05,41.65,4142900
Targa Resources,TRGP,20260109,179.02,181.76,176.75,176.86,1037500
Trinity Industries,TRN,20260109,29.37,29.59,27.92,28.32,761000
Terreno Realty Corp,TRNO,20260109,59.4,60.07,59.38,59.47,747500
Tronox Inc,TROX,20260109,5.39,5.7385,5.22,5.63,5668300
TC Energy Corp,TRP,20260109,53.93,54.21,53.59,53.81,1207000
Triton Intl Ltd [Trtn/Pa],TRT-A,20260109,25.533,25.55,25.5268,25.55,3800
Triton Intl Ltd [Trtn/Pb],TRT-B,20260109,25.26,25.31,25.23,25.3,5500
Triton Intl Ltd [Trtn/Pc],TRT-C,20260109,24.83,24.92,24.75,24.8505,23700
Triton Intl Ltd [Trtn/Pd],TRT-D,20260109,22.8,23.29,22.8,23.28,12500
Triton Intl Ltd [Trtn/Pe],TRT-E,20260109,19.72,19.748,19.66,19.748,1600
Triton International Limited,TRT-F,20260109,25.4,25.4,25.18,25.32,5400
Tpg Re Finance Trust Inc 6.25% Ser C [Trtx/Pc],TRT-P,20260109,18.09,18.17,18,18,1900
,TRTNpA,20260109,25.533,25.55,25.5268,25.55,3662
,TRTNpB,20260109,25.26,25.31,25.23,25.3,3746
,TRTNpC,20260109,24.83,24.92,24.75,24.8505,22511
,TRTNpD,20260109,22.8,23.29,22.8,23.28,11101
,TRTNpE,20260109,19.72,19.748,19.66,19.748,1402
,TRTNpF,20260109,25.4,25.4,25.18,25.32,4922
Tpg Re Finance Trust Inc,TRTX,20260109,9.04,9.13,9.0203,9.04,694200
,TRTXpC,20260109,18.09,18.17,18,18,1475
Transunion,TRU,20260109,85.24,89.12,84.75,87.71,2229900
The Travelers Companies Inc,TRV,20260109,284.63,286.2,281.65,281.96,1438100
Tenaris S.A. ADR,TS,20260109,40.41,40.57,39.92,39.96,803900
Trinseo S.A.,TSE,20260109,0.83,0.95,0.7556,0.7899,1924000
Tcw Strategic,TSI,20260109,4.88,4.905,4.8762,4.9,90500
Sixth Street Specialty Lending Inc,TSLX,20260109,22.04,22.09,21.86,21.86,307300
Taiwan Semiconductor ADR,TSM,20260109,319.83,324.77,318.2501,323.63,12325100
Tyson Foods,TSN,20260109,57.46,58.09,57.03,58.03,2374200
Townsquare Media Llc,TSQ,20260109,5.48,5.7,5.38,5.63,105400
Trane Technologies Plc,TT,20260109,380.5,385.62,380.33,381.7,1329000
Titan America Sa,TTAM,20260109,17.05,17.74,16.98,17.61,458400
Toro Company,TTC,20260109,88.09,89.14,87.73,89.06,1168900
Totalenergies Se ADR,TTE,20260109,63.73,64.24,63.67,63.93,1185500
Tetra Technologies,TTI,20260109,9.91,10.075,9.825,9.87,1749500
Telus Corp,TU,20260109,13.4,13.41,13.3146,13.36,4437900
Tuya Inc ADR,TUYA,20260109,2.22,2.29,2.2,2.2,1222900
Grupo Televisa S.A. ADR,TV,20260109,2.95,2.975,2.92,2.96,653900
Tennessee Valley Authority,TVC,20260109,24.4,24.4,24.23,24.29,7900
Tennessee Valley Authority,TVE,20260109,24.35,24.515,24.35,24.48,8400
Titan International,TWI,20260109,8.61,8.68,8.4,8.56,462100
Twilio,TWLO,20260109,137.4,138.47,130.78,131.39,2674000
Taiwan Fund,TWN,20260109,54.52,55.4,54.2901,54.96,12300
Two Harbors Invt Corp,TWO,20260109,11.36,12.53,11.27,12.23,11596600
Two Harbors Invt Corp [Two/Pa],TWO-A,20260109,24.35,24.7,24.3,24.68,50800
Two Harbors Invt Corp [Two/Pb],TWO-B,20260109,23.89,24.1,23.8,24.1,12200
Two Harbors Invt Corp [Two/Pc],TWO-C,20260109,24.91,25.12,24.91,25.05,168800
Two Harbors Investments Corp 9.375%,TWOD,20260109,25.96,25.96,25.85,25.85,4000
,TWOpA,20260109,24.35,24.7,24.3,24.68,45284
,TWOpB,20260109,23.89,24.1,23.8,24.0985,10668
,TWOpC,20260109,25,25.12,24.91,25.05,165925
Ternium S.A. ADR,TX,20260109,40.56,40.82,39.55,40.04,212900
Txnm Energy Inc,TXNM,20260109,59.06,59.19,58.945,58.95,741800
Txo Partners L.P.,TXO,20260109,10.5,10.624,10.25,10.5,202100
Textron Inc,TXT,20260109,91.95,94.015,91.72,93.83,1572400
Tri Continental Corp,TY,20260109,33.14,33.31,33.0801,33.26,36300
Tri Contl Corp [Ty/P],TY-,20260109,44.49,44.49,44.47,44.49,1100
Tortoise Energy Infrastructure Corp,TYG,20260109,41.52,41.99,41.52,41.76,91500
Tyler Technologies,TYL,20260109,454.14,456.51,447.73,448.37,205100
,TYp,20260109,44.49,44.49,44.47,44.49,1012
Unity Software Inc,U,20260109,45.65,46.48,44.4582,44.66,5194400
Under Armour Inc Cl C,UA,20260109,5.82,5.88,5.41,5.46,6926600
Under Armour,UAA,20260109,6.03,6.105,5.59,5.64,15104700
Cvr Partners LP,UAN,20260109,107.98,109.6478,107.06,109.1,17100
Uber Technologies Inc,UBER,20260109,87.27,87.28,84.8838,85.44,15881500
UBS Group Ag ADR,UBS,20260109,47.53,47.7,47.305,47.57,2379700
United Community Banks Inc,UCB,20260109,33.31,33.425,32.8391,33.04,782200
United Dominion Realty Trust,UDR,20260109,37.29,37.43,36.445,36.82,4994300
Urban Edge Properties,UE,20260109,19.28,19.38,19.045,19.13,678600
Unifi Inc,UFI,20260109,3.865,3.96,3.585,3.59,63200
Ugi Corp,UGI,20260109,37.29,37.62,37,37.07,3601800
Ultrapar Participacoes S.A. ADR,UGP,20260109,3.88,3.96,3.88,3.94,1263700
U-Haul Holding Series N Non-Voting,UHA.B,20260109,50.5,50.81,49.82,50.6,275900
U-Haul Holding Company,UHAL,20260109,54.44,54.99,54,54.8,130700
U-Haul Holding Co.,UHAL.B,20260109,50.5,50.81,49.82,50.66,143886
Universal Health Services,UHS,20260109,212.3,215.09,206.08,207.03,740500
Universal Health Realty Income Trust,UHT,20260109,39.89,40.22,39.34,39.49,54200
Ubiquiti Networks,UI,20260109,552.79,563.4699,543.1101,559.91,99200
Unisys Corp,UIS,20260109,3.14,3.32,3.14,3.21,764700
Unilever Plc ADR,UL,20260109,63.6,64.24,63.56,64.2,2654600
Ul Solutions Inc Cl A,ULS,20260109,83.27,84.83,82.9,84.38,803100
United Microelectronics Corp ADR,UMC,20260109,8.81,8.855,8.66,8.79,11347600
Umh Properties,UMH,20260109,16.08,16.15,16.02,16.08,562100
Umh Pptys Inc [Umh/Pd],UMH-D,20260109,22.47,22.47,22.2,22.3,11500
,UMHpD,20260109,22.47,22.47,22.2,22.3,9582
Unifirst Corp,UNF,20260109,202.01,205.11,199,203.3,182100
United Nat Foods,UNFI,20260109,33.02,33.39,32.06,32.52,809100
Unitedhealth Group Inc,UNH,20260109,347.25,349.055,342.48,343.98,4129100
Unumprovident Corp,UNM,20260109,80.25,80.89,80.225,80.29,821400
Unum Group 6.250% Junior,UNMA,20260109,23.32,23.4042,23.2801,23.37,8800
Union Pacific Corp,UNP,20260109,230.61,231.46,226.86,228.44,2620900
Wheels Up Experience Inc,UP,20260109,0.67,0.7227,0.6348,0.676,2184300
United Parcel Service,UPS,20260109,108.5,109.67,106.735,108.06,5504400
United Rentals,URI,20260109,934.23,949.04,928,938.79,753300
Liberty All-Star Equity Fund,USA,20260109,6.34,6.39,6.325,6.39,985800
USA Compression Partners LP,USAC,20260109,24.68,25.07,24.47,25.04,273600
U.S. Bancorp,USB,20260109,55.52,55.86,55.21,55.21,5986700
US Bancorp [Usb/Pa],USB-A,20260109,765.21,765.21,763,765,2600
US Bancorp [Usb/Ph],USB-H,20260109,18.5,18.59,18.4483,18.46,81200
US Bancorp [Usb/Pp],USB-P,20260109,22.86,23.0027,22.75,22.85,45000
US Bancorp [Usb/Pq],USB-Q,20260109,15.5899,15.5899,15.41,15.46,38300
US Bancorp [Usb/Pr],USB-R,20260109,16.49,16.65,16.42,16.48,59000
U.S. Bancorp,USB-S,20260109,18.5,18.54,18.4,18.46,95800
,USBpA,20260109,765.21,765.21,763,765,1023
,USBpH,20260109,18.5,18.59,18.4483,18.48,74345
,USBpP,20260109,22.86,23.0027,22.75,22.84,38103
,USBpQ,20260109,15.5899,15.5899,15.41,15.46,35206
,USBpR,20260109,16.49,16.65,16.42,16.48,54113
,USBpS,20260109,18.5,18.54,18.4,18.47,90704
US Foods Holding,USFD,20260109,75.16,75.99,74.58,75.59,1780200
Usana Health Sciences Inc,USNA,20260109,20.09,20.4,19.65,19.85,107800
U.S. Physical Therapy,USPH,20260109,81.45,84.16,80.07,83.96,216700
Cohen & Steers Infrastructure Fund,UTF,20260109,24.31,24.4083,24.24,24.36,469400
Universal Technical Institute Inc,UTI,20260109,28.02,28.19,27.22,27.5,470200
Unitil Corp,UTL,20260109,49.43,49.44,48.49,48.97,66600
Utz Brands Inc,UTZ,20260109,9.86,9.965,9.58,9.94,1637200
Universal Insurance Holdings Inc,UVE,20260109,31.19,31.455,30.455,30.49,117600
Universal Corp,UVV,20260109,54.27,54.65,54.06,54.49,185900
Uwm Hldg Corp,UWMC,20260109,4.96,5.47,4.945,5.36,49599900
United States Cellular Corp 6.250% Senior,UZD,20260109,20.59,20.59,20.47,20.54,26800
United States Cellular Corp,UZE,20260109,18.07,18.21,17.9807,18.11,2200
United States Cellular Corp 5.500%,UZF,20260109,18.17,18.34,18.04,18.16,2900
Visa Inc,V,20260109,352.16,354.6966,349.155,349.77,4903200
Marriot Vacations Worldwide Cor,VAC,20260109,64.72,65.56,63.3348,65.37,501500
Viking Acquisition Corp. I Cl A,VACI.OB,20260109,9.89,9.89,9.89,9.89,300
Valaris Ltd,VAL,20260109,53.63,54.24,52.04,52.67,847200
Valaris Ltd WT,VAL.W,20260109,2.05,2.19,2.05,2.19,4500
,VAL.WS,20260109,2.05,2.19,2.05,2.19,4240
Vale S.A. ADR,VALE,20260109,13.94,14.15,13.89,13.97,29252800
Innovate Corp,VATE,20260109,5.14,5.193,4.99,5.06,17600
Invesco Van Kampen Bond Fund,VBF,20260109,15.41,15.4999,15.39,15.43,23400
Invesco California Value Muni Income Trust,VCV,20260109,11.22,11.25,11.2,11.24,71500
Veeva Systems Inc,VEEV,20260109,243.37,245.49,240,240.12,1589700
Velocity Financial Inc,VEL,20260109,18.34,18.7,18.34,18.62,111300
Vermilion Energy Inc,VET,20260109,8.22,8.325,8.155,8.25,785700
V.F. Corp,VFC,20260109,20.31,20.46,19.44,19.86,6308600
Venture Global Inc Cl A,VG,20260109,7.56,7.6,7.17,7.23,11942900
Virtus Global Multi-Sector Income Fund,VGI,20260109,7.92,7.96,7.85,7.94,43800
Invesco Trust For Investment Grade Municipals,VGM,20260109,10.45,10.47,10.4101,10.47,155000
Valhi Inc,VHI,20260109,13.77,14.125,13.4,13.59,26700
Via Transportation Inc Cl A,VIA,20260109,25.91,26.73,25.01,25.54,466900
Vici Properties Inc,VICI,20260109,27.92,28.07,27.76,27.76,11313100
Viking Holdings Ltd,VIK,20260109,73.2,73.78,71.89,71.95,1604000
Vipshop Holdings Ltd ADR,VIPS,20260109,18.34,18.34,17.815,17.91,1723500
Virtu Financial Cm A,VIRT,20260109,32.71,33.24,32.4901,33.14,794800
Vista Energy S.A.B. DE C.V. ADR,VIST,20260109,45.22,46.47,44.79,46.17,655000
Telecomunicacoes DE Sao Paulo ADR,VIV,20260109,12.48,12.565,12.395,12.43,677700
Invesco Muni Trust,VKQ,20260109,9.74,9.8,9.74,9.77,181100
Valens Semiconductor Ltd,VLN,20260109,1.71,2.72,1.63,2.48,46002800
Valens Semiconductor Ltd WT,VLN.W,20260109,0.04,0.13,0.04,0.1001,580200
,VLN.WS,20260109,0.04,0.13,0.04,0.1001,521805
Valero Energy Corp,VLO,20260109,191.49,191.845,182.61,185.28,5472800
Controladora Vuela Compaia DE ADR,VLRS,20260109,9.62,9.63,9.29,9.45,813100
Invesco High,VLT,20260109,11.29,11.29,11.26,11.263,8800
Veralto Corporation,VLTO,20260109,101.73,102.99,101.23,102.73,1183600
Vulcan Materials Company,VMC,20260109,301.41,311.92,299.15,311.62,898600
Valmont Industries,VMI,20260109,421.59,430.56,421.59,425.58,126400
Invesco Muni Opportunity Trust,VMO,20260109,9.77,9.77,9.73,9.76,212300
Vornado Realty Trust,VNO,20260109,34.58,34.83,34.2,34.51,1152000
Vornado Rlty TR [Vno/Pl],VNO-L,20260109,17.85,17.93,17.76,17.89,3500
Vornado Rlty TR [Vno/Pm],VNO-M,20260109,17.42,17.42,17.135,17.25,6300
Vornado Realty Trust,VNO-N,20260109,17.12,17.25,17.12,17.24,10100
Vornado Realty Trust Pfd,VNO-O,20260109,14.51,14.6699,14.51,14.6699,10800
,VNOpL,20260109,17.855,17.93,17.76,17.89,3280
,VNOpM,20260109,17.42,17.42,17.135,17.25,5152
,VNOpN,20260109,17.12,17.25,17.12,17.17,8616
,VNOpO,20260109,14.51,14.6699,14.51,14.6699,8632
Vontier Corp,VNT,20260109,38.86,39.18,38.49,38.99,629800
Voc Energy Trust,VOC,20260109,2.9,2.9,2.87,2.88,40100
VOYA Finl Inc [Voya/Pb],VOY-B,20260109,24.91,24.9388,24.82,24.84,18800
VOYA Financial Inc,VOYA,20260109,78.81,79.36,78.23,78.75,575900
,VOYApB,20260109,24.91,24.9388,24.82,24.84,13193
Voyager Technologies Inc Cl A,VOYG,20260109,31.9,32.13,30.18,31.33,1803900
Vishay Precision Group,VPG,20260109,40.38,42.03,40.12,41.67,166500
Invesco Pennsylvania Muni,VPV,20260109,10.56,10.78,10.5201,10.59,84800
Veris Residential Inc,VRE,20260109,15.25,15.25,14.7,14.79,725300
Vertiv Holdings Llc.,VRT,20260109,162.4,164.77,161.19,163.58,5665200
Virtus Investment Partners,VRTS,20260109,172.69,175.58,172.1,173.74,94100
Victorias Secret & Co.,VSCO,20260109,63,66.889,63,65.9,2506400
Vishay Intertechnology,VSH,20260109,16.22,16.25,15.92,16.19,1015500
Vistra Energy Corp,VST,20260109,174.33,174.7399,165.88,166.37,14315900
Vestis Corporation,VSTS,20260109,6.35,6.55,6.24,6.44,1707100
Vtex Cl A,VTEX,20260109,3.67,3.685,3.56,3.66,1133900
Corp Inmobiliaria Vesta S.A.B DE C.V. ADR,VTMX,20260109,31.53,31.69,31.16,31.6,50700
Invesco Trust New York Muni,VTN,20260109,11.64,11.64,11.54,11.62,29800
Bristow Group Inc,VTOL,20260109,39.91,40.95,39.91,40.14,148500
